"OBJECTID","ID_0","ISO","NAME_0","OBJECTID_1","ISO3","NAME_ENGLISH","NAME_ISO","NAME_FAO","NAME_LOCAL","NAME_OBSOLETE","NAME_VARIANTS","NAME_NONLATIN","NAME_FRENCH","NAME_SPANISH","NAME_RUSSIAN","NAME_ARABIC","NAME_CHINESE","WASPARTOF","CONTAINS","SOVEREIGN","ISO2","WWW","FIPS","ISON","VALIDFR","VALIDTO","POP2000","SQKM","POPSQKM","UNREGION1","UNREGION2","DEVELOPING","CIS","Transition","OECD","WBREGION","WBINCOME","WBDEBT","WBOTHER","CEEAC","CEMAC","CEPLG","COMESA","EAC","ECOWAS","IGAD","IOC","MRU","SACU","UEMOA","UMA","PALOP","PARTA","CACM","EurAsEC","Agadir","SAARC","ASEAN","NAFTA","GCC","CSN","CARICOM","EU","CAN","ACP","Landlocked","AOSIS","SIDS","Islands","LDC"
1,66,"DOM","Dominican Republic",66,"DOM","Dominican Republic","DOMINICAN REPUBLIC","Dominican Republic","República Dominicana",NA,"Dominican Republic",NA,"Dominicaine, République ","Dominicana, República ","<U+0414><U+043E><U+043C><U+0438><U+043D><U+0438><U+043A><U+0430><U+043D><U+0441><U+043A><U+0430><U+044F> <U+0420><U+0435><U+0441><U+043F><U+0443><U+0431><U+043B><U+0438><U+043A><U+0430>","<U+0627><U+0644><U+062C><U+0645><U+0647><U+0648><U+0631><U+064A><U+0629> <U+0627><U+0644><U+062F><U+0648><U+0645><U+064A><U+0646><U+064A><U+0643><U+064A><U+0629>","<U+591A><U+7C73><U+5C3C><U+52A0><U+5171><U+548C><U+56FD> ",NA,NA,"República Dominicana","DO",NA,"DR",214,"Unknown","Present",8372695,48445.039,172.828738975729,"Caribbean","Americas",1,NA,NA,NA,"Latin America & Caribbean","Lower middle income","Less indebted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,NA
