"OBJECTID","ID_0","ISO","NAME_0","OBJECTID_1","ISO3","NAME_ENGLISH","NAME_ISO","NAME_FAO","NAME_LOCAL","NAME_OBSOLETE","NAME_VARIANTS","NAME_NONLATIN","NAME_FRENCH","NAME_SPANISH","NAME_RUSSIAN","NAME_ARABIC","NAME_CHINESE","WASPARTOF","CONTAINS","SOVEREIGN","ISO2","WWW","FIPS","ISON","VALIDFR","VALIDTO","POP2000","SQKM","POPSQKM","UNREGION1","UNREGION2","DEVELOPING","CIS","Transition","OECD","WBREGION","WBINCOME","WBDEBT","WBOTHER","CEEAC","CEMAC","CEPLG","COMESA","EAC","ECOWAS","IGAD","IOC","MRU","SACU","UEMOA","UMA","PALOP","PARTA","CACM","EurAsEC","Agadir","SAARC","ASEAN","NAFTA","GCC","CSN","CARICOM","EU","CAN","ACP","Landlocked","AOSIS","SIDS","Islands","LDC"
1,145,"MEX","Mexico",145,"MEX","Mexico","MEXICO","Mexico","México|Estados Unidos Mexicanos",NA,"Estados Unidos Mexicanos|Méjico",NA,"Mexique ","México ","<U+041C><U+0435><U+043A><U+0441><U+0438><U+043A><U+0430>","<U+0627><U+0644><U+0645><U+0643><U+0633><U+064A><U+0643>","<U+58A8><U+897F><U+54E5> ",NA,NA,"México","MX",NA,"MX",484,"1900","Present",98872230,1962939,50.3694867746782,"Central America","Americas",1,NA,NA,1,"Latin America & Caribbean","Upper middle income","Less indebted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
